               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.13033,            0.013812,                   0,          0.00042288,           0.0045181,          6.1759e-05,          7.9305e-06,             0.12584,            0.015368,                   0,              0.0024,              0.0024,              0.0784
                   1,              0.1065,            0.016142,                   0,            0.021233,             0.02259,           0.0039302,          0.00079097,              0.1321,            0.012489,                   0,           0.0048608,           0.0048608,            0.055861
                   2,            0.088429,            0.016482,                   0,             0.19968,             0.20934,              0.0855,            0.016491,             0.10277,            0.017448,                   0,           0.0072816,           0.0072816,            0.033282
                   3,            0.078922,            0.015245,                   0,             0.29935,             0.31175,               0.191,            0.044852,            0.088521,            0.026217,                   0,           0.0096624,           0.0096624,            0.010662
                   4,            0.072924,            0.015702,                   0,             0.29174,             0.38213,             0.22459,            0.042235,            0.074874,            0.020679,                   0,             0.00968,             0.00968,             0.00968
                   5,            0.068031,            0.014118,                   0,             0.47893,             0.36129,             0.32411,            0.079989,            0.067456,            0.017389,                   0,             0.00968,             0.00968,             0.00968
                   6,             0.06471,            0.013815,                   0,             0.57892,             0.44102,             0.41895,              0.1124,            0.073146,            0.019623,                   0,              0.0096,              0.0096,              0.0096
                   7,            0.060324,             0.01314,                   0,             0.72007,             0.55873,             0.57545,              0.1869,            0.055618,            0.015223,                   0,             0.00952,             0.00952,             0.00952
                   8,            0.058445,            0.012818,                   0,             0.69251,              0.4952,              0.5448,             0.17438,            0.056806,            0.013533,                   0,             0.00944,             0.00944,             0.00944
                   9,            0.055108,            0.012292,                   0,             0.81412,             0.56777,             0.63112,              0.1941,             0.05844,            0.013254,                   0,             0.00936,             0.00936,             0.00936
                  10,            0.054183,            0.012213,                   0,             0.76944,             0.54367,             0.58315,             0.19012,            0.061832,            0.013668,                   0,             0.00928,             0.00928,             0.00928
                  11,             0.05377,            0.011615,                   0,             0.76566,              0.5497,             0.60926,             0.19573,            0.054286,            0.012657,                   0,              0.0092,              0.0092,              0.0092
                  12,             0.05148,             0.01174,                   0,             0.79139,             0.61596,             0.66554,             0.23626,            0.053976,            0.012939,                   0,             0.00912,             0.00912,             0.00912
                  13,            0.049546,            0.011586,                   0,             0.74611,             0.65058,             0.67216,             0.24504,            0.048972,            0.012935,                   0,             0.00904,             0.00904,             0.00904
                  14,            0.049394,            0.011458,                   0,              0.8243,             0.66415,             0.70995,             0.26027,            0.050964,            0.012181,                   0,             0.00896,             0.00896,             0.00896
